# IdentifierType.txt
# Date: 2025-08-04, 21:58:43 GMT
# © 2025 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
#
# Unicode Security Mechanisms for UTS #39
# Version: 17.0.0
#
# For documentation and usage, see https://www.unicode.org/reports/tr39
#
# Format
#
# Field 0: code point
# Field 1: set of Identifier_Type values
#          See the "Identifier_Status and Identifier_Type" table of UTS #39:
#          https://www.unicode.org/reports/tr39/#Identifier_Status_and_Type

#
# For the purpose of regular expressions, the property Identifier_Type is defined as
# mapping each code point to a set of enumerated values.
# The short name of Identifier_Type is ID_Type.
# The possible values are:
#   Not_Character, Deprecated, Default_Ignorable, Not_NFKC, Not_XID,
#   Exclusion, Obsolete, Technical, Uncommon_Use, Limited_Use, Inclusion, Recommended
# The short name of each value is the same as its long name.

# All code points not explicitly listed for Identifier_Type
# have the value Not_Character.

# @missing: 0000..10FFFF; Not_Character

# As usual, sets are unordered, with no duplicate values.


#	Identifier_Type:	Recommended

98B7          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-98B7
98CA          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-98CA
98E4          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-98E4
98EC          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-98EC
98F1          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-98F1
98F8          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-98F8
98FB          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-98FB
9919          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9919
993B          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-993B
9944          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9944
995A          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-995A
995D          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-995D
99BF          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-99BF
99E0          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-99E0
99E6          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-99E6
99EB          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-99EB
99F5          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-99F5
9A10          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9A10
9A17..9A18    ; Uncommon_Use                   # 1.1    [2] CJK UNIFIED IDEOGRAPH-9A17..CJK UNIFIED IDEOGRAPH-9A18
9A3B          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9A3B
9A51          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9A51
9A58          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9A58
9A5D          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9A5D
9A63          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9A63
9AA9          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9AA9
9ABD          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9ABD
9AC8          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9AC8
9AD7          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9AD7
9AE0          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9AE0
9AE4          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9AE4
9AE8..9AE9    ; Uncommon_Use                   # 1.1    [2] CJK UNIFIED IDEOGRAPH-9AE8..CJK UNIFIED IDEOGRAPH-9AE9
9AF0          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9AF0
9B00          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9B00
9B02          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9B02
9B09          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9B09
9B14          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9B14
9B1B          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9B1B
9B34          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9B34
9B3D          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9B3D
9B40          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9B40
9B50          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9B50
9B57          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9B57
9B62          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9B62
9B72          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9B72
9B89          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9B89
9B8C          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9B8C
9B99          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9B99
9BC2          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9BC2
9BF6          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9BF6
9C00..9C01    ; Uncommon_Use                   # 1.1    [2] CJK UNIFIED IDEOGRAPH-9C00..CJK UNIFIED IDEOGRAPH-9C01
9C03          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9C03
9C42          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9C42
9C4F          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9C4F
9C51          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9C51
9C61          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9C61
9C64          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9C64
9C7B          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9C7B
9D0C..9D0D    ; Uncommon_Use                   # 1.1    [2] CJK UNIFIED IDEOGRAPH-9D0C..CJK UNIFIED IDEOGRAPH-9D0D
9D11          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9D11
9D27          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9D27
9D35          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9D35
9D3C          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9D3C
9D6D          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9D6D
9D95          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9D95
9DAE          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9DAE
9DBD          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9DBD
9DC0          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9DC0
9DEA          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9DEA
9DFC          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9DFC
9E0E          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9E0E
9E16          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9E16
9E1C          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9E1C
9E7B          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9E7B
9E8F..9E90    ; Uncommon_Use                   # 1.1    [2] CJK UNIFIED IDEOGRAPH-9E8F..CJK UNIFIED IDEOGRAPH-9E90
9E98          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9E98
9E9E          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9E9E
9EA2          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9EA2
9EAB..9EAC    ; Uncommon_Use                   # 1.1    [2] CJK UNIFIED IDEOGRAPH-9EAB..CJK UNIFIED IDEOGRAPH-9EAC
9EB1          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9EB1
9EEC          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9EEC
9EF1          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9EF1
9F03          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9F03
9F11          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9F11
9F14          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9F14
9F26          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9F26
9F45          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9F45
9F53          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9F53
9F6D          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9F6D
9FA1          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9FA1
9FA3          ; Uncommon_Use                   # 1.1        CJK UNIFIED IDEOGRAPH-9FA3
9FA6..9FBB    ; Uncommon_Use                   # 4.1   [22] CJK UNIFIED IDEOGRAPH-9FA6..CJK UNIFIED IDEOGRAPH-9FBB
9FBC..9FC3    ; Uncommon_Use                   # 5.1    [8] CJK UNIFIED IDEOGRAPH-9FBC..CJK UNIFIED IDEOGRAPH-9FC3
9FC4..9FCB    ; Uncommon_Use                   # 5.2    [8] CJK UNIFIED IDEOGRAPH-9FC4..CJK UNIFIED IDEOGRAPH-9FCB
9FCC          ; Uncommon_Use                   # 6.1        CJK UNIFIED IDEOGRAPH-9FCC
9FCD..9FD5    ; Uncommon_Use                   # 8.0    [9] CJK UNIFIED IDEOGRAPH-9FCD..CJK UNIFIED IDEOGRAPH-9FD5
9FD6..9FEA    ; Uncommon_Use                   # 10.0  [21] CJK UNIFIED IDEOGRAPH-9FD6..CJK UNIFIED IDEOGRAPH-9FEA
9FEB..9FEF    ; Uncommon_Use                   # 11.0   [5] CJK UNIFIED IDEOGRAPH-9FEB..CJK UNIFIED IDEOGRAPH-9FEF
9FF0..9FFC    ; Uncommon_Use                   # 13.0  [13] CJK UNIFIED IDEOGRAPH-9FF0..CJK UNIFIED IDEOGRAPH-9FFC
9FFD..9FFF    ; Uncommon_Use                   # 14.0   [3] CJK UNIFIED IDEOGRAPH-9FFD..CJK UNIFIED IDEOGRAPH-9FFF
A66F          ; Uncommon_Use                   # 5.1        COMBINING CYRILLIC VZMET
A67C..A67D    ; Uncommon_Use                   # 5.1    [2] COMBINING CYRILLIC KAVYKA..COMBINING CYRILLIC PAYEROK
A78B..A78C    ; Uncommon_Use                   # 5.1    [2] LATIN CAPITAL LETTER SALTILLO..LATIN SMALL LETTER SALTILLO
A78F          ; Uncommon_Use                   # 8.0        LATIN LETTER SINOLOGICAL DOT
A792..A793    ; Uncommon_Use                   # 6.1    [2] LATIN CAPITAL LETTER C WITH BAR..LATIN SMALL LETTER C WITH BAR
A7B2..A7B7    ; Uncommon_Use                   # 8.0    [6] LATIN CAPITAL LETTER J WITH CROSSED-TAIL..LATIN SMALL LETTER OMEGA
A7B8..A7B9    ; Uncommon_Use                   # 11.0   [2] LATIN CAPITAL LETTER U WITH STROKE..LATIN SMALL LETTER U WITH STROKE
A7C2..A7C3    ; Uncommon_Use                   # 12.0   [2] LATIN CAPITAL LETTER ANGLICANA W..LATIN SMALL LETTER ANGLICANA W
A7CB..A7CD    ; Uncommon_Use                   # 16.0   [3] LATIN CAPITAL LETTER RAMS HORN..LATIN SMALL LETTER S WITH DIAGONAL STROKE
A7CE..A7CF    ; Uncommon_Use                   # 17.0   [2] LATIN CAPITAL LETTER PHARYNGEAL VOICED FRICATIVE..LATIN SMALL LETTER PHARYNGEAL VOICED FRICATIVE
A7DA..A7DC    ; Uncommon_Use                   # 16.0   [3] LATIN CAPITAL LETTER LAMBDA..LATIN CAPITAL LETTER LAMBDA WITH STROKE
A9E7..A9FE    ; Uncommon_Use                   # 7.0   [24] MYANMAR LETTER TAI LAING NYA..MYANMAR LETTER TAI LAING BHA
AA60..AA76    ; Uncommon_Use                   # 5.2   [23] MYANMAR LETTER KHAMTI GA..MYANMAR LOGOGRAM KHAMTI HM
AA7A          ; Uncommon_Use                   # 5.2        MYANMAR LETTER AITON RA
AA7C..AA7F    ; Uncommon_Use                   # 7.0    [4] MYANMAR SIGN TAI LAING TONE-2..MYANMAR LETTER SHWE PALAUNG SHA
AB01..AB06    ; Uncommon_Use                   # 6.0    [6] ETHIOPIC SYLLABLE TTHU..ETHIOPIC SYLLABLE TTHO
AB09..AB0E    ; Uncommon_Use                   # 6.0    [6] ETHIOPIC SYLLABLE DDHU..ETHIOPIC SYLLABLE DDHO
AB11..AB16    ; Uncommon_Use                   # 6.0    [6] ETHIOPIC SYLLABLE DZU..ETHIOPIC SYLLABLE DZO
AB20..AB26    ; Uncommon_Use                   # 6.0    [7] ETHIOPIC SYLLABLE CCHHA..ETHIOPIC SYLLABLE CCHHO
AB28..AB2E    ; Uncommon_Use                   # 6.0    [7] ETHIOPIC SYLLABLE BBA..ETHIOPIC SYLLABLE BBO
AB60..AB63    ; Uncommon_Use                   # 8.0    [4] LATIN SMALL LETTER SAKHA YAT..LATIN SMALL LETTER UO
AB66..AB67    ; Uncommon_Use                   # 12.0   [2] LATIN SMALL LETTER DZ DIGRAPH WITH RETROFLEX HOOK..LATIN SMALL LETTER TS DIGRAPH WITH RETROFLEX HOOK
FA0E..FA0F    ; Uncommon_Use                   # 1.1    [2] CJK COMPATIBILITY IDEOGRAPH-FA0E..CJK COMPATIBILITY IDEOGRAPH-FA0F
FA11          ; Uncommon_Use                   # 1.1        CJK COMPATIBILITY IDEOGRAPH-FA11
FA13..FA14    ; Uncommon_Use                   # 1.1    [2] CJK COMPATIBILITY IDEOGRAPH-FA13..CJK COMPATIBILITY IDEOGRAPH-FA14
FA1F          ; Uncommon_Use                   # 1.1        CJK COMPATIBILITY IDEOGRAPH-FA1F
FA21          ; Uncommon_Use                   # 1.1        CJK COMPATIBILITY IDEOGRAPH-FA21
FA23..FA24    ; Uncommon_Use                   # 1.1    [2] CJK COMPATIBILITY IDEOGRAPH-FA23..CJK COMPATIBILITY IDEOGRAPH-FA24
FA27..FA29    ; Uncommon_Use                   # 1.1    [3] CJK COMPATIBILITY IDEOGRAPH-FA27..CJK COMPATIBILITY IDEOGRAPH-FA29
10780         ; Uncommon_Use                   # 14.0       MODIFIER LETTER SMALL CAPITAL AA
10EC2..10EC4  ; Uncommon_Use                   # 16.0   [3] ARABIC LETTER DAL WITH TWO DOTS VERTICALLY BELOW..ARABIC LETTER KAF WITH TWO DOTS VERTICALLY BELOW
10EC7         ; Uncommon_Use                   # 17.0       ARABIC LETTER YEH WITH FOUR DOTS BELOW
10EFA         ; Uncommon_Use                   # 17.0       ARABIC DOUBLE VERTICAL BAR BELOW
10EFC         ; Uncommon_Use                   # 16.0       ARABIC COMBINING ALEF OVERLAY
10EFD..10EFF  ; Uncommon_Use                   # 15.0   [3] ARABIC SMALL LOW WORD SAKTA..ARABIC SMALL LOW WORD MADDA
1133B         ; Uncommon_Use                   # 11.0       COMBINING BINDU BELOW
116D0..116E3  ; Uncommon_Use                   # 16.0  [20] MYANMAR PAO DIGIT ZERO..MYANMAR EASTERN PWO KAREN DIGIT NINE
1AFF0..1AFF3  ; Uncommon_Use                   # 14.0   [4] KATAKANA LETTER MINNAN TONE-2..KATAKANA LETTER MINNAN TONE-5
1AFF5..1AFFB  ; Uncommon_Use                   # 14.0   [7] KATAKANA LETTER MINNAN TONE-7..KATAKANA LETTER MINNAN NASALIZED TONE-5
1AFFD..1AFFE  ; Uncommon_Use                   # 14.0   [2] KATAKANA LETTER MINNAN NASALIZED TONE-7..KATAKANA LETTER MINNAN NASALIZED TONE-8
20000..2070D  ; Uncommon_Use                   # 3.1 [1806] CJK UNIFIED IDEOGRAPH-20000..CJK UNIFIED IDEOGRAPH-2070D
2070F..20730  ; Uncommon_Use                   # 3.1   [34] CJK UNIFIED IDEOGRAPH-2070F..CJK UNIFIED IDEOGRAPH-20730
20732..20778  ; Uncommon_Use                   # 3.1   [71] CJK UNIFIED IDEOGRAPH-20732..CJK UNIFIED IDEOGRAPH-20778
2077A..20C52  ; Uncommon_Use                   # 3.1 [1241] CJK UNIFIED IDEOGRAPH-2077A..CJK UNIFIED IDEOGRAPH-20C52
20C54..20C77  ; Uncommon_Use                   # 3.1   [36] CJK UNIFIED IDEOGRAPH-20C54..CJK UNIFIED IDEOGRAPH-20C77
20C79..20C95  ; Uncommon_Use                   # 3.1   [29] CJK UNIFIED IDEOGRAPH-20C79..CJK UNIFIED IDEOGRAPH-20C95
20C97..20CCE  ; Uncommon_Use                   # 3.1   [56] CJK UNIFIED IDEOGRAPH-20C97..CJK UNIFIED IDEOGRAPH-20CCE
20CD0..20CD4  ; Uncommon_Use                   # 3.1    [5] CJK UNIFIED IDEOGRAPH-20CD0..CJK UNIFIED IDEOGRAPH-20CD4
20CD6..20D14  ; Uncommon_Use                   # 3.1   [63] CJK UNIFIED IDEOGRAPH-20CD6..CJK UNIFIED IDEOGRAPH-20D14
20D16..20D7B  ; Uncommon_Use                   # 3.1  [102] CJK UNIFIED IDEOGRAPH-20D16..CJK UNIFIED IDEOGRAPH-20D7B
20D7D..20D7E  ; Uncommon_Use                   # 3.1    [2] CJK UNIFIED IDEOGRAPH-20D7D..CJK UNIFIED IDEOGRAPH-20D7E
20D80..20E0D  ; Uncommon_Use                   # 3.1  [142] CJK UNIFIED IDEOGRAPH-20D80..CJK UNIFIED IDEOGRAPH-20E0D
20E10..20E76  ; Uncommon_Use                   # 3.1  [103] CJK UNIFIED IDEOGRAPH-20E10..CJK UNIFIED IDEOGRAPH-20E76
20E78..20E9C  ; Uncommon_Use                   # 3.1   [37] CJK UNIFIED IDEOGRAPH-20E78..CJK UNIFIED IDEOGRAPH-20E9C
20E9E..20EA1  ; Uncommon_Use                   # 3.1    [4] CJK UNIFIED IDEOGRAPH-20E9E..CJK UNIFIED IDEOGRAPH-20EA1
20EA3..20ED6  ; Uncommon_Use                   # 3.1   [52] CJK UNIFIED IDEOGRAPH-20EA3..CJK UNIFIED IDEOGRAPH-20ED6
20ED8..20EF8  ; Uncommon_Use                   # 3.1   [33] CJK UNIFIED IDEOGRAPH-20ED8..CJK UNIFIED IDEOGRAPH-20EF8
20EFB..20F2C  ; Uncommon_Use                   # 3.1   [50] CJK UNIFIED IDEOGRAPH-20EFB..CJK UNIFIED IDEOGRAPH-20F2C
20F2F..20F4B  ; Uncommon_Use                   # 3.1   [29] CJK UNIFIED IDEOGRAPH-20F2F..CJK UNIFIED IDEOGRAPH-20F4B
20F4D..20FB3  ; Uncommon_Use                   # 3.1  [103] CJK UNIFIED IDEOGRAPH-20F4D..CJK UNIFIED IDEOGRAPH-20FB3
20FB5..20FBB  ; Uncommon_Use                   # 3.1    [7] CJK UNIFIED IDEOGRAPH-20FB5..CJK UNIFIED IDEOGRAPH-20FBB
20FBD..20FE9  ; Uncommon_Use                   # 3.1   [45] CJK UNIFIED IDEOGRAPH-20FBD..CJK UNIFIED IDEOGRAPH-20FE9
20FEB..2105B  ; Uncommon_Use                   # 3.1  [113] CJK UNIFIED IDEOGRAPH-20FEB..CJK UNIFIED IDEOGRAPH-2105B
2105D..2106E  ; Uncommon_Use                   # 3.1   [18] CJK UNIFIED IDEOGRAPH-2105D..CJK UNIFIED IDEOGRAPH-2106E
21070..21074  ; Uncommon_Use                   # 3.1    [5] CJK UNIFIED IDEOGRAPH-21070..CJK UNIFIED IDEOGRAPH-21074
21077..2107A  ; Uncommon_Use                   # 3.1    [4] CJK UNIFIED IDEOGRAPH-21077..CJK UNIFIED IDEOGRAPH-2107A
2107C..210C0  ; Uncommon_Use                   # 3.1   [69] CJK UNIFIED IDEOGRAPH-2107C..CJK UNIFIED IDEOGRAPH-210C0
210C2..210C8  ; Uncommon_Use                   # 3.1    [7] CJK UNIFIED IDEOGRAPH-210C2..CJK UNIFIED IDEOGRAPH-210C8
210CA..211D8  ; Uncommon_Use                   # 3.1  [271] CJK UNIFIED IDEOGRAPH-210CA..CJK UNIFIED IDEOGRAPH-211D8
211DA..220C6  ; Uncommon_Use                   # 3.1 [3821] CJK UNIFIED IDEOGRAPH-211DA..CJK UNIFIED IDEOGRAPH-220C6
220C8..227B4  ; Uncommon_Use                   # 3.1 [1773] CJK UNIFIED IDEOGRAPH-220C8..CJK UNIFIED IDEOGRAPH-227B4
227B6..22AD4  ; Uncommon_Use                   # 3.1  [799] CJK UNIFIED IDEOGRAPH-227B6..CJK UNIFIED IDEOGRAPH-22AD4
22AD6..22B42  ; Uncommon_Use                   # 3.1  [109] CJK UNIFIED IDEOGRAPH-22AD6..CJK UNIFIED IDEOGRAPH-22B42
22B44..22BC9  ; Uncommon_Use                   # 3.1  [134] CJK UNIFIED IDEOGRAPH-22B44..CJK UNIFIED IDEOGRAPH-22BC9
22BCB..22C50  ; Uncommon_Use                   # 3.1  [134] CJK UNIFIED IDEOGRAPH-22BCB..CJK UNIFIED IDEOGRAPH-22C50
22C52..22C54  ; Uncommon_Use                   # 3.1    [3] CJK UNIFIED IDEOGRAPH-22C52..CJK UNIFIED IDEOGRAPH-22C54
22C56..22CC1  ; Uncommon_Use                   # 3.1  [108] CJK UNIFIED IDEOGRAPH-22C56..CJK UNIFIED IDEOGRAPH-22CC1
22CC3..22D07  ; Uncommon_Use                   # 3.1   [69] CJK UNIFIED IDEOGRAPH-22CC3..CJK UNIFIED IDEOGRAPH-22D07
22D09..22D4B  ; Uncommon_Use                   # 3.1   [67] CJK UNIFIED IDEOGRAPH-22D09..CJK UNIFIED IDEOGRAPH-22D4B
22D4D..22D66  ; Uncommon_Use                   # 3.1   [26] CJK UNIFIED IDEOGRAPH-22D4D..CJK UNIFIED IDEOGRAPH-22D66
22D68..22EB2  ; Uncommon_Use                   # 3.1  [331] CJK UNIFIED IDEOGRAPH-22D68..CJK UNIFIED IDEOGRAPH-22EB2
22EB4..23CB6  ; Uncommon_Use                   # 3.1 [3587] CJK UNIFIED IDEOGRAPH-22EB4..CJK UNIFIED IDEOGRAPH-23CB6
23CB8..244D2  ; Uncommon_Use                   # 3.1 [2075] CJK UNIFIED IDEOGRAPH-23CB8..CJK UNIFIED IDEOGRAPH-244D2
244D4..24DB7  ; Uncommon_Use                   # 3.1 [2276] CJK UNIFIED IDEOGRAPH-244D4..CJK UNIFIED IDEOGRAPH-24DB7
24DB9..24DE9  ; Uncommon_Use                   # 3.1   [49] CJK UNIFIED IDEOGRAPH-24DB9..CJK UNIFIED IDEOGRAPH-24DE9
24DEB..2512A  ; Uncommon_Use                   # 3.1  [832] CJK UNIFIED IDEOGRAPH-24DEB..CJK UNIFIED IDEOGRAPH-2512A
2512C..26257  ; Uncommon_Use                   # 3.1 [4396] CJK UNIFIED IDEOGRAPH-2512C..CJK UNIFIED IDEOGRAPH-26257
26259..267CB  ; Uncommon_Use                   # 3.1 [1395] CJK UNIFIED IDEOGRAPH-26259..CJK UNIFIED IDEOGRAPH-267CB
267CD..269F1  ; Uncommon_Use                   # 3.1  [549] CJK UNIFIED IDEOGRAPH-267CD..CJK UNIFIED IDEOGRAPH-269F1
269F3..269F9  ; Uncommon_Use                   # 3.1    [7] CJK UNIFIED IDEOGRAPH-269F3..CJK UNIFIED IDEOGRAPH-269F9
